id,text,region,difficulty,language_style,enabled,task_shape,recording_mode,region_scope,conversation_id,turn_index,turn_count,template_id
VI_NORTH_H_0021,Chỉnh đèn soi tranh về 50%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-025
VI_NORTH_H_0022,Đặt đèn bàn ở 80%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-026
VI_NORTH_H_0023,Cho đèn gương sáng 40%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-027
VI_NORTH_H_0024,Tăng đèn hắt lên 40%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-023
VI_NORTH_H_0025,Tăng downlight lên 60%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-023
VI_NORTH_H_0026,Cho đèn hành lang sáng 20%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-027
VI_NORTH_H_0027,Cho đèn âm trần sáng 50%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-027
VI_NORTH_H_0028,Cho đèn âm trần sáng 30%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-027
VI_NORTH_H_0029,Cho led trần sáng 80%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-027
VI_NORTH_H_0030,Đặt đèn sân vườn ở 40%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-026
VI_NORTH_H_0031,Cho led tủ sáng 40%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-027
VI_NORTH_H_0032,Tăng đèn hắt lên 30%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-023
VI_NORTH_H_0033,Giảm đèn ban công xuống 20%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-024
VI_NORTH_H_0034,Chỉnh led tủ về 60%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-025
VI_NORTH_H_0035,Cho đèn chùm sáng 60%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-027
VI_NORTH_H_0036,Cho đèn bàn sáng 20%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-027
VI_NORTH_H_0037,Cho đèn ngủ sáng 50%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-027
VI_NORTH_H_0038,Tắt điều hòa phòng đọc sách.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-012
VI_NORTH_H_0039,Giảm đèn wc xuống 70%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-024
VI_NORTH_H_0040,Tăng đèn thả lên 20%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-023
VI_NORTH_H_0041,Đặt đèn ban công ở 100%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-026
VI_NORTH_H_0042,Cho đèn wc sáng 40%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-027
VI_NORTH_H_0043,Tăng đèn chùm lên 50%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-023
VI_NORTH_H_0044,Tăng đèn sân vườn lên 50%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-023
VI_NORTH_H_0045,Cho đèn ray sáng 80%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-027
VI_NORTH_H_0046,Tăng đèn trần lên 20%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-023
VI_NORTH_H_0047,Đặt đèn hành lang ở 20%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-026
VI_NORTH_H_0048,Tăng đèn âm trần lên 50%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-023
VI_NORTH_H_0049,Tăng đèn soi tranh lên 80%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-023
VI_NORTH_H_0050,Tăng đèn sảnh lên 20%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-023
VI_NORTH_H_0051,Chỉnh đèn ngủ về 20%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-025
VI_NORTH_H_0052,Chỉnh downlight về 30%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-025
VI_NORTH_H_0053,Tăng đèn âm trần lên 20%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-023
VI_NORTH_H_0054,Tăng đèn thả lên 100%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-023
VI_NORTH_H_0055,Cho đèn thả sáng 80%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-027
VI_NORTH_H_0056,Đặt đèn hiên ở 100%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-026
VI_NORTH_H_0057,Đặt đèn hắt trần ở 70%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-026
VI_NORTH_H_0058,Đặt đèn trần ở 40%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-026
VI_NORTH_H_0059,Giảm đèn ngủ xuống 20%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-024
VI_NORTH_H_0060,Tăng đèn bàn ăn lên 80%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-023
VI_NORTH_H_0061,Chỉnh đèn bàn về 40%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-025
VI_NORTH_H_0062,Đặt đèn chùm ở 100%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-026
VI_NORTH_H_0063,Bật điều hòa phòng ngủ khách.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-030
VI_NORTH_H_0064,Chỉnh đèn hắt về 30%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-025
VI_NORTH_H_0065,Giảm đèn ray xuống 30%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-024
VI_NORTH_H_0066,Cho đèn soi tranh sáng 60%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-027
VI_NORTH_H_0067,Cho led trần sáng 60%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-027
VI_NORTH_H_0068,Cho đèn tường sáng 40%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-027
VI_NORTH_H_0069,Cho đèn hắt trần sáng 60%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-027
VI_NORTH_H_0070,Đặt đèn hiên ở 60%.,north,hard,standard,true,ambiguous,single,north,,,,H-STD-026
VI_NORTH_H_0071,Đặt cái đó ở mức 30% thôi.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-003
VI_NORTH_H_0072,Đặt cái đó ở mức 70% thôi.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-003
VI_NORTH_H_0073,Để cái ấy ở mức 30% hộ tôi.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-004
VI_NORTH_H_0074,Chỉnh cái ấy còn 30% nhé.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-002
VI_NORTH_H_0075,Để cái ấy ở mức 60% hộ tôi.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-004
VI_NORTH_H_0076,Tăng cái đấy lên 70% nhé.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-001
VI_NORTH_H_0077,Tăng cái đấy lên 50% nhé.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-001
VI_NORTH_H_0078,Tăng cái đấy lên 60% nhé.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-001
VI_NORTH_H_0079,Chỉnh cái ấy còn 40% nhé.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-002
VI_NORTH_H_0080,Để cái ấy ở mức 100% hộ tôi.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-004
VI_NORTH_H_0081,Đặt cái đó ở mức 50% thôi.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-003
VI_NORTH_H_0082,Chỉnh cái ấy còn 80% nhé.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-002
VI_NORTH_H_0083,Đặt cái đó ở mức 60% thôi.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-003
VI_NORTH_H_0084,Chỉnh cái ấy còn 50% nhé.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-002
VI_NORTH_H_0085,Đặt cái đó ở mức 100% thôi.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-003
VI_NORTH_H_0086,Chỉnh cái ấy còn 60% nhé.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-002
VI_NORTH_H_0087,Để cái ấy ở mức 80% hộ tôi.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-004
VI_NORTH_H_0088,Chỉnh cái ấy còn 70% nhé.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-002
VI_NORTH_H_0089,Để cái ấy ở mức 40% hộ tôi.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-004
VI_NORTH_H_0090,Tăng cái đấy lên 100% nhé.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-001
VI_NORTH_H_0091,Đặt cái đó ở mức 40% thôi.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-003
VI_NORTH_H_0092,Để cái ấy ở mức 50% hộ tôi.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-004
VI_NORTH_H_0093,Đặt cái đó ở mức 20% thôi.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-003
VI_NORTH_H_0094,Để cái ấy ở mức 70% hộ tôi.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-004
VI_NORTH_H_0095,Tăng cái đấy lên 80% nhé.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-001
VI_NORTH_H_0096,Chỉnh cái ấy còn 100% nhé.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-002
VI_NORTH_H_0097,Tăng cái đấy lên 20% nhé.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-001
VI_NORTH_H_0098,Để cái ấy ở mức 20% hộ tôi.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-004
VI_NORTH_H_0099,Tăng cái đấy lên 40% nhé.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-001
VI_NORTH_H_0100,Tăng cái đấy lên 30% nhé.,north,hard,regional,true,ambiguous,single,north,,,,H-NORTH-001
VI_CENTRAL_E_0001,Bật đèn trần ở phòng ngủ.,central,easy,standard,true,atomic,single,central,,,,E-STD-001
VI_CENTRAL_E_0002,Tắt đèn âm trần ở phòng ăn.,central,easy,standard,true,atomic,single,central,,,,E-STD-002
VI_CENTRAL_E_0003,Bật quạt phòng khách.,central,easy,standard,true,atomic,single,central,,,,E-STD-011
VI_CENTRAL_E_0004,Tắt quạt hút ở phòng ăn.,central,easy,standard,true,atomic,single,central,,,,E-STD-002
VI_CENTRAL_E_0005,Mở rèm voan ở phòng khách.,central,easy,standard,true,atomic,single,central,,,,E-STD-003
VI_CENTRAL_E_0006,Bật đèn hắt trần ở phòng ngủ chính.,central,easy,standard,true,atomic,single,central,,,,E-STD-001
VI_CENTRAL_E_0007,Bật led tủ ở phòng ăn.,central,easy,standard,true,atomic,single,central,,,,E-STD-001
VI_CENTRAL_E_0008,Mở cổng chính ở phòng ăn.,central,easy,standard,true,atomic,single,central,,,,E-STD-003
VI_CENTRAL_E_0009,Bật điều hòa ở phòng làm việc.,central,easy,standard,true,atomic,single,central,,,,E-STD-001
VI_CENTRAL_E_0010,Đóng rèm bên phải ở phòng ngủ nhỏ.,central,easy,standard,true,atomic,single,central,,,,E-STD-004
VI_CENTRAL_E_0011,Tắt nóng lạnh ở phòng khách.,central,easy,standard,true,atomic,single,central,,,,E-STD-002
VI_CENTRAL_E_0012,Bật điều hòa phòng thờ.,central,easy,standard,true,atomic,single,central,,,,E-STD-009
VI_CENTRAL_E_0013,Đóng cửa cuốn ở phòng thờ.,central,easy,standard,true,atomic,single,central,,,,E-STD-004
VI_CENTRAL_E_0014,Tắt đèn âm trần ở phòng ngủ nhỏ.,central,easy,standard,true,atomic,single,central,,,,E-STD-002
VI_CENTRAL_E_0015,Bật led tủ ở phòng ngủ chính.,central,easy,standard,true,atomic,single,central,,,,E-STD-001
VI_CENTRAL_E_0016,Đóng rèm phòng khách ở phòng thờ.,central,easy,standard,true,atomic,single,central,,,,E-STD-004
VI_CENTRAL_E_0017,Tắt máy lạnh ở phòng ăn.,central,easy,standard,true,atomic,single,central,,,,E-STD-002
VI_CENTRAL_E_0018,Bật downlight ở phòng ngủ nhỏ.,central,easy,standard,true,atomic,single,central,,,,E-STD-001
VI_CENTRAL_E_0019,Tắt đèn ban công ở phòng ăn.,central,easy,standard,true,atomic,single,central,,,,E-STD-002
VI_CENTRAL_E_0020,Đóng cổng chính ở phòng bếp.,central,easy,standard,true,atomic,single,central,,,,E-STD-004
VI_CENTRAL_E_0021,Bật cửa cuốn ở phòng làm việc.,central,easy,standard,true,atomic,single,central,,,,E-STD-001
VI_CENTRAL_E_0022,Tắt cửa cuốn ở phòng làm việc.,central,easy,standard,true,atomic,single,central,,,,E-STD-002
VI_CENTRAL_E_0023,Mở rèm bên phải ở phòng khách.,central,easy,standard,true,atomic,single,central,,,,E-STD-003
VI_CENTRAL_E_0024,Mở rèm cửa ở phòng khách.,central,easy,standard,true,atomic,single,central,,,,E-STD-003
VI_CENTRAL_E_0025,Bật đèn chùm ở phòng ăn.,central,easy,standard,true,atomic,single,central,,,,E-STD-001
VI_CENTRAL_E_0026,Đóng rèm bên trái ở phòng ngủ nhỏ.,central,easy,standard,true,atomic,single,central,,,,E-STD-004
VI_CENTRAL_E_0027,Bật quạt trần ở phòng thờ.,central,easy,standard,true,atomic,single,central,,,,E-STD-001
VI_CENTRAL_E_0028,Bật cửa cuốn ở phòng ngủ nhỏ.,central,easy,standard,true,atomic,single,central,,,,E-STD-001
VI_CENTRAL_E_0029,Bật quạt ở phòng làm việc.,central,easy,standard,true,atomic,single,central,,,,E-STD-001
VI_CENTRAL_E_0030,Tắt đèn khu vực quầy bếp.,central,easy,standard,true,atomic,single,central,,,,E-STD-022
VI_CENTRAL_E_0031,Bật đèn phòng thờ.,central,easy,standard,true,atomic,single,central,,,,E-STD-005
VI_CENTRAL_E_0032,Mở rèm ở phòng làm việc.,central,easy,standard,true,atomic,single,central,,,,E-STD-003
VI_CENTRAL_E_0033,Mở rèm bên trái ở phòng bếp.,central,easy,standard,true,atomic,single,central,,,,E-STD-003
VI_CENTRAL_E_0034,Tắt downlight ở phòng ăn.,central,easy,standard,true,atomic,single,central,,,,E-STD-002
VI_CENTRAL_E_0035,Tắt đèn phòng ngủ nhỏ.,central,easy,standard,true,atomic,single,central,,,,E-STD-006
VI_CENTRAL_E_0036,Bật đèn khu vực cầu thang.,central,easy,standard,true,atomic,single,central,,,,E-STD-021
VI_CENTRAL_E_0037,Bật đèn sưởi ở phòng khách.,central,easy,standard,true,atomic,single,central,,,,E-STD-001
VI_CENTRAL_E_0038,Bật điều hòa phòng ngủ chính.,central,easy,standard,true,atomic,single,central,,,,E-STD-009
VI_CENTRAL_E_0039,Mở rèm phòng khách ở phòng ngủ chính.,central,easy,standard,true,atomic,single,central,,,,E-STD-003
VI_CENTRAL_E_0040,Đóng rèm cửa ở phòng khách.,central,easy,standard,true,atomic,single,central,,,,E-STD-004
VI_CENTRAL_E_0041,Bật nóng lạnh ở phòng làm việc.,central,easy,standard,true,atomic,single,central,,,,E-STD-001
VI_CENTRAL_E_0042,Bật đèn trần ở phòng ăn.,central,easy,standard,true,atomic,single,central,,,,E-STD-001
VI_CENTRAL_E_0043,Tắt đèn ban công ở phòng ngủ nhỏ.,central,easy,standard,true,atomic,single,central,,,,E-STD-002
VI_CENTRAL_E_0044,Bật đèn ban công ở phòng bếp.,central,easy,standard,true,atomic,single,central,,,,E-STD-001
VI_CENTRAL_E_0045,Đóng rèm bên trái ở phòng ngủ chính.,central,easy,standard,true,atomic,single,central,,,,E-STD-004
VI_CENTRAL_E_0046,Bật led tủ ở phòng ngủ nhỏ.,central,easy,standard,true,atomic,single,central,,,,E-STD-001
VI_CENTRAL_E_0047,Tắt đèn phòng khách.,central,easy,standard,true,atomic,single,central,,,,E-STD-006
VI_CENTRAL_E_0048,Mở cửa cuốn ở phòng làm việc.,central,easy,standard,true,atomic,single,central,,,,E-STD-003
VI_CENTRAL_E_0049,Đóng rèm vải ở phòng ngủ chính.,central,easy,standard,true,atomic,single,central,,,,E-STD-004
VI_CENTRAL_E_0050,Bật điều hòa ở phòng ngủ.,central,easy,standard,true,atomic,single,central,,,,E-STD-001
VI_CENTRAL_E_0051,Tắt nóng lạnh ở phòng bếp.,central,easy,standard,true,atomic,single,central,,,,E-STD-002
VI_CENTRAL_E_0052,Tắt điều hòa ở phòng khách.,central,easy,standard,true,atomic,single,central,,,,E-STD-002
VI_CENTRAL_E_0053,Bật nóng lạnh ở phòng ngủ nhỏ.,central,easy,standard,true,atomic,single,central,,,,E-STD-001
VI_CENTRAL_E_0054,Mở toàn bộ rèm ở phòng thờ.,central,easy,standard,true,atomic,single,central,,,,E-STD-015
VI_CENTRAL_E_0055,Tắt đèn chùm ở phòng thờ.,central,easy,standard,true,atomic,single,central,,,,E-STD-002
VI_CENTRAL_E_0056,Bật downlight ở phòng ăn.,central,easy,standard,true,atomic,single,central,,,,E-STD-001
VI_CENTRAL_E_0057,Mở rèm bên phải ở phòng ngủ chính.,central,easy,standard,true,atomic,single,central,,,,E-STD-003
VI_CENTRAL_E_0058,Tắt điều hòa phòng khách.,central,easy,standard,true,atomic,single,central,,,,E-STD-010
VI_CENTRAL_E_0059,Mở rèm ở phòng thờ.,central,easy,standard,true,atomic,single,central,,,,E-STD-003
VI_CENTRAL_E_0060,Tắt hết đèn ở phòng ngủ chính.,central,easy,standard,true,atomic,single,central,,,,E-STD-014
VI_CENTRAL_E_0061,Bật máy lạnh ở phòng ăn.,central,easy,standard,true,atomic,single,central,,,,E-STD-001
VI_CENTRAL_E_0062,Bật quạt ở phòng ngủ chính.,central,easy,standard,true,atomic,single,central,,,,E-STD-001
VI_CENTRAL_E_0063,Đóng rèm voan ở phòng ăn.,central,easy,standard,true,atomic,single,central,,,,E-STD-004
VI_CENTRAL_E_0064,Mở rèm ở phòng ngủ.,central,easy,standard,true,atomic,single,central,,,,E-STD-003
VI_CENTRAL_E_0065,Bật quạt đứng phòng ngủ.,central,easy,standard,true,atomic,single,central,,,,E-STD-017
VI_CENTRAL_E_0066,Tắt rèm cửa ở phòng bếp.,central,easy,standard,true,atomic,single,central,,,,E-STD-002
VI_CENTRAL_E_0067,Mở màn cửa ở phòng ngủ nhỏ.,central,easy,standard,true,atomic,single,central,,,,E-STD-003
VI_CENTRAL_E_0068,Đóng cửa cuốn ở phòng làm việc.,central,easy,standard,true,atomic,single,central,,,,E-STD-004
VI_CENTRAL_E_0069,Đóng toàn bộ rèm ở phòng thờ.,central,easy,standard,true,atomic,single,central,,,,E-STD-016
VI_CENTRAL_E_0070,Bật đèn tường ở phòng thờ.,central,easy,standard,true,atomic,single,central,,,,E-STD-001
VI_CENTRAL_E_0071,Bật cửa cuốn phòng ngủ nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-001
VI_CENTRAL_E_0072,Bật downlight phòng ngủ chính nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-001
VI_CENTRAL_E_0073,Tắt quạt hút phòng khách nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-002
VI_CENTRAL_E_0074,Tắt bình nóng lạnh phòng thờ nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-002
VI_CENTRAL_E_0075,Tắt đèn trần phòng thờ nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-002
VI_CENTRAL_E_0076,Tắt bình nóng lạnh phòng ngủ chính nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-002
VI_CENTRAL_E_0077,Bật đèn trần phòng ăn nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-001
VI_CENTRAL_E_0078,Bật điều hòa phòng ăn nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-001
VI_CENTRAL_E_0079,Tắt nóng lạnh phòng thờ nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-002
VI_CENTRAL_E_0080,Bật nóng lạnh phòng khách nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-001
VI_CENTRAL_E_0081,Bật đèn chùm phòng ngủ nhỏ nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-001
VI_CENTRAL_E_0082,Bật cửa cuốn phòng làm việc nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-001
VI_CENTRAL_E_0083,Tắt cửa cuốn phòng bếp nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-002
VI_CENTRAL_E_0084,Bật downlight phòng khách nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-001
VI_CENTRAL_E_0085,Tắt bình nóng lạnh phòng làm việc nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-002
VI_CENTRAL_E_0086,Bật đèn sưởi phòng ngủ chính nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-001
VI_CENTRAL_E_0087,Tắt bình nóng lạnh phòng ngủ nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-002
VI_CENTRAL_E_0088,Tắt đèn wc phòng làm việc nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-002
VI_CENTRAL_E_0089,Tắt đèn ban công phòng ngủ nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-002
VI_CENTRAL_E_0090,Bật đèn chùm phòng ăn nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-001
VI_CENTRAL_E_0091,Bật nóng lạnh phòng ăn nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-001
VI_CENTRAL_E_0092,Bật máy lạnh phòng ngủ lên.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-005
VI_CENTRAL_E_0093,Tắt quạt phòng ngủ nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-002
VI_CENTRAL_E_0094,Bật downlight phòng thờ nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-001
VI_CENTRAL_E_0095,Bật đèn âm trần phòng khách nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-001
VI_CENTRAL_E_0096,Bật cửa cuốn phòng bếp nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-001
VI_CENTRAL_E_0097,Bật quạt trần phòng ngủ nhỏ nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-001
VI_CENTRAL_E_0098,Bật điều hòa phòng bếp nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-001
VI_CENTRAL_E_0099,Bật đèn sưởi phòng ăn nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-001
VI_CENTRAL_E_0100,Bật cửa cuốn phòng ăn nghe.,central,easy,regional,true,atomic,single,central,,,,E-CENTRAL-001
VI_CENTRAL_N_0001,Tăng độ sáng đèn ban công lên 80%.,central,normal,standard,true,compound,single,central,,,,N-STD-013
VI_CENTRAL_N_0002,Đặt độ sáng downlight ở mức 100%.,central,normal,standard,true,compound,single,central,,,,N-STD-011
VI_CENTRAL_N_0003,Bật đèn hắt trần phòng khách và mở rèm.,central,normal,standard,true,compound,single,central,,,,N-STD-001
VI_CENTRAL_N_0004,Tăng nhiệt độ điều hòa phòng ngủ lên 25 độ.,central,normal,standard,true,compound,single,central,,,,N-STD-005
VI_CENTRAL_N_0005,Giảm độ sáng led trần xuống 80%.,central,normal,standard,true,compound,single,central,,,,N-STD-012
VI_CENTRAL_N_0006,Giảm nhiệt độ điều hòa phòng bếp xuống 28 độ.,central,normal,standard,true,compound,single,central,,,,N-STD-006
VI_CENTRAL_N_0007,Mở rèm phòng ngủ nhỏ 75%.,central,normal,standard,true,compound,single,central,,,,N-STD-021
VI_CENTRAL_N_0008,Tăng độ sáng đèn tường lên 80%.,central,normal,standard,true,compound,single,central,,,,N-STD-013
VI_CENTRAL_N_0009,Đặt nhiệt độ màu của đèn hắt trần là 3000 K.,central,normal,standard,true,compound,single,central,,,,N-STD-018
VI_CENTRAL_N_0010,Tăng quạt phòng thờ lên mức 3.,central,normal,standard,true,compound,single,central,,,,N-STD-027
VI_CENTRAL_N_0011,Giảm độ sáng đèn thả xuống 60%.,central,normal,standard,true,compound,single,central,,,,N-STD-012
VI_CENTRAL_N_0012,Bật nóng lạnh phòng ngủ nhỏ và mở rèm.,central,normal,standard,true,compound,single,central,,,,N-STD-001
VI_CENTRAL_N_0013,Tắt đèn chùm phòng thờ và đóng rèm.,central,normal,standard,true,compound,single,central,,,,N-STD-002
VI_CENTRAL_N_0014,Giảm độ sáng đèn chùm xuống 60%.,central,normal,standard,true,compound,single,central,,,,N-STD-012
VI_CENTRAL_N_0015,Giảm độ sáng downlight xuống 20%.,central,normal,standard,true,compound,single,central,,,,N-STD-012
VI_CENTRAL_N_0016,Quạt hút đang bật không?,central,normal,standard,true,compound,single,central,,,,N-STD-030
VI_CENTRAL_N_0017,Đặt điều hòa phòng thờ ở 26 độ.,central,normal,standard,true,compound,single,central,,,,N-STD-003
VI_CENTRAL_N_0018,Mở rèm phòng bếp 25%.,central,normal,standard,true,compound,single,central,,,,N-STD-021
VI_CENTRAL_N_0019,Tăng độ sáng đèn thả lên 100%.,central,normal,standard,true,compound,single,central,,,,N-STD-013
VI_CENTRAL_N_0020,Tăng quạt phòng ngủ lên mức 3.,central,normal,standard,true,compound,single,central,,,,N-STD-027
VI_CENTRAL_N_0021,Đặt độ sáng đèn hành lang ở mức 40%.,central,normal,standard,true,compound,single,central,,,,N-STD-011
VI_CENTRAL_N_0022,Đặt độ sáng đèn hiên ở mức 50%.,central,normal,standard,true,compound,single,central,,,,N-STD-011
VI_CENTRAL_N_0023,Chỉnh điều hòa phòng ăn xuống 26 độ.,central,normal,standard,true,compound,single,central,,,,N-STD-004
VI_CENTRAL_N_0024,Đặt độ sáng led tủ ở mức 60%.,central,normal,standard,true,compound,single,central,,,,N-STD-011
VI_CENTRAL_N_0025,Mở rèm phòng bếp 45%.,central,normal,standard,true,compound,single,central,,,,N-STD-021
VI_CENTRAL_N_0026,Bật đèn tường phòng ăn và mở rèm.,central,normal,standard,true,compound,single,central,,,,N-STD-001
VI_CENTRAL_N_0027,Tăng độ sáng đèn hắt lên 30%.,central,normal,standard,true,compound,single,central,,,,N-STD-013
VI_CENTRAL_N_0028,Tăng nhiệt độ điều hòa phòng làm việc lên 22 độ.,central,normal,standard,true,compound,single,central,,,,N-STD-005
VI_CENTRAL_N_0029,Giảm nhiệt độ điều hòa phòng ngủ xuống 23 độ.,central,normal,standard,true,compound,single,central,,,,N-STD-006
VI_CENTRAL_N_0030,Giảm độ sáng downlight xuống 50%.,central,normal,standard,true,compound,single,central,,,,N-STD-012
VI_CENTRAL_N_0031,Giảm độ sáng led tủ xuống 40%.,central,normal,standard,true,compound,single,central,,,,N-STD-012
VI_CENTRAL_N_0032,Phòng khách còn thiết bị nào chưa tắt?,central,normal,standard,true,compound,single,central,,,,N-STD-038
VI_CENTRAL_N_0033,Tăng độ sáng đèn sân vườn lên 70%.,central,normal,standard,true,compound,single,central,,,,N-STD-013
VI_CENTRAL_N_0034,Đóng rèm phòng ngủ nhỏ lại.,central,normal,standard,true,compound,single,central,,,,N-STD-025
VI_CENTRAL_N_0035,Giảm độ sáng đèn ban công xuống 70%.,central,normal,standard,true,compound,single,central,,,,N-STD-012
VI_CENTRAL_N_0036,Đặt độ sáng led trần ở mức 60%.,central,normal,standard,true,compound,single,central,,,,N-STD-011
VI_CENTRAL_N_0037,Chỉnh điều hòa phòng bếp xuống 27 độ.,central,normal,standard,true,compound,single,central,,,,N-STD-004
VI_CENTRAL_N_0038,Đóng rèm phòng làm việc còn 40%.,central,normal,standard,true,compound,single,central,,,,N-STD-022
